snomed_ref,snomed_descr
79972006,otitis circunscripta externa
79992004,"edad gestacional, 12 semanas"
80068009,tumefaccion de miembro
80098002,enfermedad difusa de cuerpos de lewy
80113008,complicacion del puerperio
80141007,hemoglobinopatia
80142000,perforacion del tabique nasal
80182007,alteracion del ciclo menstrual
80193009,sindrome posterior a cirugia gastrica
80212005,hipertrofia del clitoris
80257001,bronquitis reactiva
80258006,lupus eritematoso medicamentoso
80313002,palpitaciones
80321008,glomerulonefritis mesangiocapilar
80327007,otitis media secretora
80328002,distrofia progresiva de conos y bastones
80384002,epiglotitis
80394007,hiperglucemia
80416006,disociacion del movimiento de la pared toracica
80423007,neumotorax espontaneo
80437003,absceso de la pared abdominal
80449002,agotamiento muscular
80471007,intoxicacion por especie de Digitalis
80487005,"edad gestacional, 39 semanas"
80495009,sonambulismo
80515008,hepatomegalia
80585000,intolerancia al frio
80593000,ingestion de cuerpo extraño
80612004,leishmaniasis
80640009,absceso perirrenal
80690008,enfermedad degenerativa del sistema nervioso central
80711002,narcisismo
80736008,fistula rectal
80744008,conmocion retiniana
80756009,"fractura de rotula, no expuesta"
80827001,quemadura en antebrazo
80907003,contusion de la region escapular
80908008,deficiencia de ornitina carbamoiltransferasa
80965009,afasia semantica
80967001,caries dental
80976008,crisis de miastenia grave
81000006,pediculosis de cabeza
81060008,obstruccion intestinal
81075000,derrame paraneumonico
81120009,trastorno funcional del intestino
81211007,esclerosis lateral primaria
81256000,malposicion dental
81308009,trastorno del encefalo
81405006,herida abierta de la extremidad superior
81418003,eccema numular
81488005,hemorragia del cuello uterino
81498004,bursitis de la cadera
81557008,"enfermedad parasitaria en la madre que complica el embarazo, el nacimiento Y/O el puerperio"
81564005,otitis media cronica serosa
81576005,"fractura de falange del pie, no expuesta"
81639003,"fractura de huesos nasales, no expuesta"
81680005,dolor cervical
81808003,hemartros
81817003,aterosclerosis de aorta
81902001,esguince de ligamento lateral interno de rodilla
81935006,problema con familiares
81950002,edema de lengua
81966000,fractura expuesta de radio y cubito
81996005,torsion de testiculo
82053000,absceso esplénico
82065001,fractura de hueso del carpo
82119001,tiroiditis
82127005,absceso perianal
82196007,insuficiencia vascular intestinal
82271004,traumatismo craneal
82272006,resfrio comun
82275008,granulomatosis eosinofilica con poliangeitis
82276009,intoxicacion causada por antidepresivo
82297005,congestion de seno paranasal
82308007,infección por fasciola hepatica
82313006,intento autolitico
82351006,craneotabes
82385007,sindrome de budd - chiari
82403002,colangitis
82423001,dolor cronico
82470000,fasciculacion
82525005,riñon poliquistico
82542004,neumopericardio
82545002,reaccion a la transfusion de sangre
82576008,cuerpo extraño intraocular
82598004,hipotiroidismo secundario
82639001,sindrome premenstrual
82649003,astigmatismo
82729001,tumor serosanguineo del cuero cabelludo durante el parto
82732003,paralisis periodica hipocaliemica familiar
82770004,absceso de labio
82782008,efecto toxico del alcohol etilico
82789004,mastitis aguda
82835005,trombocitopenia neonatal asociada con purpura trombocitopenica idiopatica maternal
82872004,hemorragia por estoma de traqueotomia
82966003,angioedema hereditario
82971005,movilidad alterada
82991003,dolores corporales generalizados
82998009,trastorno bipolar I maniaco moderado
83035003,quilotorax
83094001,hematoma perineal durante el parto
83095000,cefalohematoma fetal
83128009,oliguria
83132003,dolor abdominal superior
83156004,hiposmia
83157008,insomnio familiar mortal
83225003,trastorno bipolar II
83227006,intoxicacion por pescado escombroideo
83275001,trastorno de vision binocular
83291003,cor pulmonale
83330001,conducto arterioso persistente
83412009,absceso periodontal
83414005,anemia macrocitica
83457000,bronquiectasia cilindrica
83458005,depresion agitada
83464003,marcaciones aumentadas
83469008,hiperinsulinemia
83482000,trastorno dismorfico corporal
83507006,hallazgo relacionado con el contenido del pensamiento
83536006,estenosis del cuello uterino
83551002,halos visuales
83561009,estenosis de conducto cervical
83635002,fractura de la apofisis transversa de la vertebra
83716008,compresion traumatica de la medula espinal
83746006,esquizofrenia crónica
83759003,disfonia espastica de tipo aductor por reaccion a la tension musculoesqueletica
83799000,transposicion corregida de los grandes vasos
83890006,trastorno de la personalidad del grupo C
83898004,valvulopatia mitral reumatica
83901003,sindrome de sinovitis - acne - pustulosis - hiperostosis - osteomielitis (SAPHO)
83931009,pródromo
83940008,trombosis de la arteria hepatica
83969004,fractura de hueso temporal
84007008,choque durante y/o luego del trabajo de parto y/o parto
84017003,bronquitis aguda
84027009,anemia perniciosa de Addison-Biermer
84030002,fractura de hueso pisiforme de la muñeca
84089009,hernia hiatal
84114007,insuficiencia cardiaca
84132007,"edad gestacional, 35 semanas"
84138006,aplastamiento vertebral
84172003,espondilitis
84209002,amnesia psicogena
84229001,fatiga
84326006,fototoxicidad
84387000,asintomático
84416003,contusion de muslo
84438001,insuficiencia autonomica pura
84445001,rigidez articular
84466009,trastorno de la personalidad por dependencia
84568007,gastritis cronica atrofica
84627005,dacriocistitis cronica
84677008,quemadura de la extremidad inferior
84679006,candidiasis gastrointestinal
84711007,anomalia del par de cromosomas 4
84757009,epilepsia
84760002,trastorno esquizoafectivo
84769001,vértigo cervical
84777002,desplazamiento de la glándula lagrimal
84800009,chorro de orina anormal
84801008,sindrome de jaccoud
84828003,leucopenia
84849002,tiña corporal
84857004,hernia de nucleo pulposo de disco intervertebral
84889008,absceso parafaringeo
84937002,sindrome de perdida de sal cerebral
84997000,intoxicación por insecticida
85005007,dependencia de cannabis
85007004,meralgia parestesica
85020001,cistinuria
85042000,epifora por drenaje insuficiente
85057007,quiste hepatico
85100000,herida abierta del globo ocular
85102008,ataxia cerebelosa
85116003,aborto espontaneo en el segundo trimestre
85136002,surcos longitudinales ungueales
85189001,apendicitis aguda
85225000,mucocele de seno paranasal
85232009,insuficiencia cardiaca izquierda
85316008,hipertrofia de papila anal
85426002,pleuresia bacteriana con derrame
85430004,huso de krukenberg
85461008,capilaritis
85502002,hernia inguinal bilateral
85514005,flebitis de vena porta
85571008,perdida de la audicion sensitiva
85598007,pericarditis constrictiva
85636003,contusion
85649008,anemia por carencia de folatos
85670002,hipovitaminosis
85758008,adiccion psicologica
85777005,dacriocistitis
85828009,enfermedad autoinmunitaria
85833008,absceso de esofago
85848002,abrasion corneal
85898001,miocardiopatia
85919009,trastorno del intestino
85922006,fractura de hueso ganchoso de la muñeca
85942002,ulceracion de intestino
85972008,trastorno sensitivo
85974009,lesion de tendon de manguito rotador de hombro
86014007,bloqueo trifascicular
86044005,esclerosis lateral amiotrofica
86075001,sindrome de deficiencia de factores de coagulacion
86094006,rinitis persistente
86103006,estrias angioides de la coroides
86110000,rumiacion - pensamientos
86128003,"ruptura del tendon del musculo biceps, porcion larga"
86142006,penfigoide
86166000,alopecia universal
86175003,lesion traumatica del corazon
86203003,polihidramnios
86204009,sindrome de cilios inmoviles
86234004,cardiopatia Y nefropatia hipertensivas
86247009,dilatacion del intestino
86260003,dolor alrededor el ojo
86268005,acondroplasia
86276007,gingivorragia
86279000,otitis media aguda supurativa con ruptura espontánea del tímpano
86299006,tetralogia de Fallot
86341008,insuficiencia vascular
86347007,estenosis uretral traumatica
86406008,infeccion por virus de la inmunodeficiencia humana
86466006,estenosis mitral reumatica
86500004,campilobacteriosis
86505009,intoxicacion por ingesta de hongos
86569001,puerperio
86573003,hiperemia de parpado
86731008,fracturas expuestas multiples de la pelvis con interrupcion del circulo pelvico
86765009,retraso mental discreto
86883006,"edad gestacional, 23 semanas"
86925001,cefalea ocular
86986002,isoinmunizacion Rh
87049008,trastorno del metabolismo del fósforo
87065009,distrofia ungueal
87108006,calambre por calor
87118001,sindrome vertiginoso
87132004,abstinencia de opiaceos
87282003,parasitosis intestinal
87317003,paro respiratorio
87343002,angina de Prinzmetal
87376003,"fractura de diafisis de clavicula, no expuesta"
87414006,politoxicomania
87433001,enfisema
87476004,convulsiones en neonato
87486003,afasia
87500009,linfadenopatia hiliar
87513003,herpes zoster oftalmico
87521009,desanimo
87522002,anemia por carencia de hierro
87527008,embarazo a termino
87557004,incontinencia urinaria de urgencia
87605005,embarazo cornual
87614000,sindrome de piernas inquietas
87628006,enfermedad infecciosa bacteriana
87688009,colesteatoma de oido medio
87694001,deficiencia de piruvato carboxilasa
87696004,cistitis hemorragica
87715008,sequedad de boca
87730004,sindrome de perdida capilar
87763006,hemorragia digestiva baja
87778004,esguince de mano
87807004,hipopion
87860000,masa testicular
87872006,alopecia androgenica
87970004,sumersion no fatal
87979003,fisura de paladar
87991007,trastorno de la identidad sexual
88032003,amaurosis fugaz
88050005,hematoma del pabellon de la oreja
88052002,mutismo
88075009,trastorno de la pleura
88078006,hernia intermuscular
88092000,atrofia de musculo
88111009,alteracion del ritmo intestinal
88151007,queratoconjuntivitis
88154004,síndrome del cromosoma 18 en anillo
88157006,salpingitis
88169003,ulcera peptica con perforacion
88172005,papilomatosis oral
88202002,alteracion en la nutricion: consumo insuficiente para los requerimientos corporales
88213004,hiperaldosteronismo
88223008,hipertension pulmonar secundaria
88273006,hipotiroidismo iatrogenico
88290000,coriorretinitis focal debida a toxoplasmosis diseminada adquirida
88348008,sinusitis maxilar
88374002,quemadura de dedo del pie
88412007,arritmia del nodulo auriculoventricular
88415009,micobacteriosis
88425004,anomalia congenita del sistema nervioso
88518009,enfermedad de Wilson
88522004,dolor umbilical
88580009,polipo anal
88594005,herpes simple
88610006,soplo cardiaco
88616000,acne vulgar
88797001,complicacion de dispositivo de fijacion interna
88805009,insuficiencia cardiaca congestiva cronica
88850006,pansinusitis cronica
88887003,sindrome de hipotension materna
88895004,fatiga durante embarazo
88906006,esguince de ligamento deltoides de tobillo
88968005,ulcera duodenal con perforacion
88975006,trastorno esquizofreniforme
88981003,piometra
88995000,edema del escroto
88996004,liquen
89105000,asteatosis cutanea
89138009,shock cardiogenico
89141000,miocarditis viral
89155008,esclerodermia sistemica
89164003,nodulos mamarios
89251007,calculo del coledoco con colecistitis aguda
89294002,fractura expuesta de humero
89322006,urticaria medicamentosa
89392001,sindrome de Prader-Willi
89405008,fistula vesicovaginal
89420002,enfermedad venoclusiva pulmonar
89452002,pólipo hiperplásico de intestino
89461002,miocardiopatia primaria
89488007,trastorno nasal
89538001,gastritis asociada con Helicobacter
89580002,cirrosis criptogena
89627008,hiponatremia
89684003,enfermedad por descompresion
89700002,distocia de hombro
89736004,endocarditis valvular
89765005,adiccion al tabaco
89797005,síncope por calor
89820008,"fractura intertrocanterea, no expuesta"
89874002,sindrome de dolor xifoideo
89927005,paralisis de la laringe
89966002,hematoma del escroto
90009001,cordon umbilical anormal
90070003,neumotorax traumatico
90128006,fotosensibilidad
90129003,sincope tusigeno
90176007,amigdalitis
90216006,simblefaron
90235006,"fractura de diafisis de humero, no expuesta"
90244007,contusion del talon
90325002,vomitos excesivos en el embarazo
90338005,fractura trimaleolar expuesta
90392009,espasmo muscular nocturno
90446007,picor perianal
90458007,hemorroides internas
90460009,traumatismo de cuello
90531003,divertículo uretral
90539001,aneurisma ventricular
90560007,crisis gotosa
90562004,"sufrimiento fetal, en recien nacido vivo"
90673000,sensacion de quemazon en la piel
90708001,nefropatia
90715009,granuloma de la conjuntiva
90727007,derrame pleural por insuficiencia cardiaca congestiva
90739004,tirotoxicosis
90765000,efecto toxico de gas clorado
90774003,victima de ataque fisico
90797000,"edad gestacional, 28 semanas"
90834002,dolor en extremidad
90858003,angiodisplasia de colon
90863004,fractura no expuesta de ocho costillas o mas
90968009,embarazo cronologicamente avanzado
90979004,amigdalitis cronica
91002001,leucoplasia de la lengua
91011001,enfermedad de Meniere activa
91019004,parestesias
91037003,"fractura de pelvis, no expuesta"
91038008,sinusitis frontal aguda
91109007,varices gastricas
91175000,convulsion
91268007,melanosis conjuntival
91273001,acidosis lactica
91302008,sepsis
91327001,cuadriparesia
91335003,trombo cardiaco parietal
91388009,abuso de sustancias psicoactivas
91428005,infeccion por haemophilus influenzae
91434003,insuficiencia de valvula pulmonar
91445000,aneurisma de arteria femoral
91478007,hiperparatiroidismo secundario
91487003,dermatitis moniliasica
91489000,insuficiencia vascular aguda del intestino
91514001,ulcera corneal
91541006,absceso de talon
