prov_ref,prov_descr
9550C,rm colze
9550D,rm cubit/radi/avantbrac
9550E,rm carp
9550F,rm ma
9550G,rm pelvis ossia/maluc
9550H,rm femur
9550I,rm genoll
9550J,rm tibia/perone/cama
9550K,rm turmell
9550L,rm tars
9552,rm muscul-esqueletic doble
9560,rm contraste | rm contrast
9561,anestesia cdi | anestesia tac / rm
9562,reconstruccion tc y rm | rm reconstruccio 3d | reconstruccio tc y rm
96,primera visit. treball soc. primaria sm
9600,tac neuro s/contrast
9600A,tc cerebral | tac cerebral
9600B,tc base craneo | tac base crani
9600C,tc penascos | tac penascos
9600D,tc conductos auditivos | tac conductes auditius
9600E,tc hipofisis | tac hipofisi
9600F,tc orbitario | tac orbitari
9600G,tc senos paranasales | tac sinus paranasals | tc sinus paranasales
9600H,tc maxilofacial | tac maxil.lofacial
9600J,tc art.temporo-mandibular | tac art.temporo-mandibular
9600K,tac cavum/faringe
9600L,cefalo tc | tac cefalo
9600M,tc cuello | tac parts toves coll
9600N,tac laringe
9600O,tc columna cervical | tac columna cervical
9600P,tc columna dorsal | tac columna dorsal
9600Q,tc columna lumbar | tac columna lumbar
9601,tc craneo hsa ( + angiotc arterial intracraneal)
9601A,tc codigo ictus (perfusion cerebral+ angiotc arterial intracraneal)
9602,tac neuro doble
9604,tac neuro angio
9605,tc craneal  esterotaxia | tac neuro esterotaxia
9606,tc coros robotica
9607,sialotc
9608,tc  mielografia | tac neuro mielografia
9609,tc puncion/ biopsia craneofacial/columna | tac neuro amb puncio
9610,tac neuro amb biopsia
9610B,esteroaxia biopsia
9611,tc neuro 3d
9612,tac dental
9613,tc cerebral oncologico / infeccion | tc cerebral oncologico / infeccion
9614,tc neuro navegador (craneofacial/espinal)
9615,tc angio arterial intracraneal
9615A,tc angio arterial extracraneal (tsa)
9615B,tc angio venosa intracraneal
9616,tc maxilar superior no implantes
9616A,tc maxilar inferior no implantes
9617,tc dental superior
9617A,tc dental inferior
9618,"tc columna cervical trauma, infeccion, tumor | tc columna cervical trauma, infeccion, tumor"
9618A,"tc columna dorsal trauma, infeccion, tumor"
9618B,"tc columna lumbar trauma, infeccion, tumor"
9619,dacriotc
9620,ortopantotomografia
9630,tac abdominopelvico sin contraste (ics) | tac corporal a/contrast | tac abdominopelvico sin contraste (ics)
9630A,tac axilar
9630B,ics tc abdomen | tac abdomen
9630C,tc pelvis | tac pelvis
9630D,tc colonografia | tc colonografia
9630Z,enema tc
9631A,tc evaluacion donante hepatico (incluyevolumetria hepatica y mpr)
9632,tc toracoabdominal (abdomen) | tac toraco-abdominal
9632A,tc abdominal (gu )
9632B,tc abdominopelvico (abdomen) | tc abdominopelvico (abdomen)
9633,tc toracoabdominal (gu)
9633A,tc urografia | tc urografia
9633B,tc drenaje
9633C,angio tc arterias renales
9633D,angio-tc evaluacion donante renal | angio tc evaluacion donante renal
9633E,angio-tc evaluacion receptor renal | angio tc evaluacion receptor renal
9633F,tc abdominopelvico (gu)
9633G,tc litiasis
9633H,tc suprarrenales
9634,tac corporal angio a/contrast
9634A,angio tc pulmonar | angio tac pulmonar
9634B,angio tc aorta toracica | angio tac aorta | angio tc aorta toracica
9634C,angio-tc esplenica | angio tac esplenica
9634D,angio-tc mesenterica | angio tac mesenterica
9634E,angio-tc hepatica | angio tac hepatica
9634F,angio tac iliacas
9634G,angio tac renal
9634H,angio tc pulmonar y extremidades
9634I,angio tc pulmonar de arterias bronquiales
9634J,"angio tc region esplacnica (tc, ams)"
9634K,angio-tc venosa abdominal (vci v suprahepaticas v porta) | angio tc venosa abdominal (vci v suprahepaticas v porta)
9634L,enterotc
9635,tc toracoabdominal con perfusion hepatica
9635A,tc abdominal con perfusion hepatica
9635D,tc toracoabdominal con perfusion colon
9635E,tc abdominal con perfusion colon
9635F,tc toracoabdominal con perfusion tubo digestivo
9636,reconstrucciones 3d abdomen
9636A,calculo volumetrico hepatico por  tc
9637,tac corporal con puncion c/contraste | tac corporal amb puncio a/contrast
9637A,tc puncion aspirativa toracica | puncio aspirativa pulmonar | tc puncion aspirativa toracica
9637B,tc puncion aspirativa mediastinica | puncio aspirativa mediastinica | tac puncio aspirativa mediastinica
9637C,tc puncion aspirativa gu | puncio aspirativa renal | tc puncion aspirativa gu
9637D,tc abdominal con puncion aspirativa pancreatica | puncio aspirativa pancreatica
9637E,tc abdominal con puncion aspirativa hepatica | puncio aspirativa hepatica
9637F,tac puncio aspirativa altres
9637G,tc biopsia toracica | tc biopsia toracica
9637H,radiofrecuencia pulmonar
9637I,tc toracoabdominal con puncion aspirativa pancreatica | tc toracoabdominal con puncion aspirativa pancreatica
9637J,tc toracoabdominal con puncion aspirativa hepatica | tc toracoabdominal con puncion aspirativa hepatica
9637K,tc abdominal con drenaje percutaneo pseudoquiste
9638,tac corporal amb biopsia a/contrast
9638A,tc medicion de calcio cardiaco (calcio scoring) | tc medicion de calcio cardiaco (calcio scoring)
9638B,angio tc coronarias
9639,tac corporal amb drenatge a/contrast
9639A,tac drenatge col.leccio toracica | drenatge col.lecio toracica
9639B,tc toracoabdominal con drenaje percutaneo pseudoquite | drenatge pseudoquite pancreatic
9639C,tac drenatge col.leccio abdominal | drenatge col.leccio abdominal
9639D,tc abdominal con drenaje percutaneo otras colecciones | drenatge altres
9640,tac planificacion | tac centratge | tac planificacio
9641,tc torax | tac torax | tc torax
9641A,tc torax alta resolucion | tac torax alta resolucio | tc torax alta resolucio
9641B,tc torax y hemiabdomen superior | tc torax y hemiabdomen superior
9641C,tc toracico con reconstruccion tridimensional tc broncoscopia
9641D,tc perfusion torax
9641E,tc toracico y puncion aspiracion | tc toracico y puncion aspiracion
9641F,localizacion prequirurgica torax
9641G,angio tc venas pulmonares
9641H,angio tc venas cardiacas
9641U,anestesia cdi urgente | anestesia cdi urgent
9641V,tc torax baja dosis
9641Z,reconstrucciones 3d torax
9642,tc medicion grasa | tac medicio greix
9643,tc toracoabdominal (torax) | tc toracoabdominal (torax)
9650,tac muscul-esquelet s/contrast
9650A,tac espatlla
9650B,tac cubit/radi/avantbrac
9650C,tac carp
9650D,tac ma
9650E,tac pelvis ossia
9650F,tac femur | tac  femur
9650G,tac genolls
9650H,tac genoll-ta-gt
9650I,tac turmell
9650J,tac tars
9650K,tac m-esquelet loc.braquiter.
9650L,tac m-esquelet med.extremitats
9651BCL,laser cutaneo co2 bc | laser cutani co2 bcl
9651C,laser cutani co2 curt
9651L,laser cutani co2 llarg
9652,tac muscul-esquelet doble (2 arees)
9652C,ecografia cutanea corta
9652L,ecografia cutania
9657,tac m-esqueletico + puncion | tac m-esquelet+puncio
9658,tac m-esquelet+biopsia
9659,tac m-esquelet+drenatge
9660,tac musc-esqu + artrografia
9663,colonoscopia virtual
9670,tac contraste 50cc | tac contrast 50cc
9671,tac contraste 100cc | tac contrast 100cc
9672,tac reconstruccion tridimensional | tac reconst. tridimensional
9674,tac cassandra
96J,primera visit. tsoc ap sm infantil i juvenil
97,visit. succes. treball soc. primaria sm
9700,angiografia dig. venosa/1 projeccio
9701,angiografia dig. venosa/2 projeccions
9703,angiografia dig.arter/1 proje
9704,angiografia dig.arter/2 projeccions
9705,angiografia dig.arter/3 o mes projeccions
9706,angiografia dig. selectiva corporal/ 1vas
9707,angiografia digital selectiva corporal/2 vasos
9708,angiografia dig.selectiva corporal/ 3-4vasos
9709,angiografia dig 2 projeccions cateter calibrat
9710,angiografia dig. selectiva neuro radio/1vas
9711,angiografia dig.sel.nrl radio/2 v
9712,angiografia dig. selectiva neuro radio/3-4 vasos
9713,angiografia dig.select medular
9714,angiografia digital amb co2
9720,flebografia brac
9721,flebografia cama
9722,flebografia extremitats inferiors (2 cames)
9723,flebografia visceral selectiv
9730,embolitzacio visceral
9731,embolitzacio neuro radiologica
9732,embolitzacio aneuris.cerb-coils
9733,embolitzacio mav cerebral
9740,angioplastia visceral
9741,angioplastia neurologica
9742,angioplastia periferica
9743,angioplastia visceral + stent
9744,angioplastia neurologica + stent
9745,angioplastia periferica + stent
9746,col.locacio de stent lacrimal
9750,endoprotesi vascular
9751,endoprotesi aortica
9752,endoprotesi biliar
9760,cavografia superior 2 ext
9761,cavografia inferior
9762,dilatacio via biliar
9763,extraccio cos estrany intravas
9765,col.locacio filtre vena cava
9766,col.locacio cateter jugular
9767,cateter per a fibr. in situ
9768,cateter venos determ hormonal
9769,quimioterapia loco-regional
9770,manometria directa invasiva
9771,test d oclusio carotidea
9772,test de wada
9774,colangiog trans parieto-hepat
9775,fibrinolisi
9777,trombectomia
9778,drenatge biliar (radiodiagnostic -angioradiologia-)
9779,control del drenatge biliar
9780,col.locacio port-a-cath
9781,infiltracio antialgica (clinica dolor)
9782,vertebroplastia
9784,radioembolitzacio hepatica
97J,visit. succes. tsoc ap sm infantil i juvenil
98,primera visit. infermera primaria sm
9800,pet cerebral fdg
9801,pet cerebral amb fluorodopa
9802,pet cuerpo entero con fluorodopa | pet cos sencer amb fluorodopa
9803,rx torax sedestacion | rx torax sedestacion
9804,tobillo ap en carga
9805,pelvis ap (kingmark )
9806,tobillo lateral en carga
9807,tac serie osea | tac serie osea
9808,pet cuerpo entero con 68ga-dota-toc | pet cos sencer amb 68ga-dota-toc
9809,pet tc cuerpo entero con 18f-psma | pet tc cos sencer amb 18f-psma
9810,pet cerebral amiloide
9811,pet tc cuerpo entero con 68ga-psma | pet/tc cos sencer amb 68ga-psma
9812,pet cerebral tau
9813,pielo tc a traves de nefrostomia
9814,cisto tc
9830,pet tc cuerpo entero fdg | pet tc cos sencer fdg
9831,pet tc melanoma
9832,pet tc cuerpo entero fluorocolina | pet tc cos sencer fluorocolina
9840,pet hepatico con 90y | pet hepatic amb 90y
9850,complemento pet
9860,pet tc cuerpo entero fdg y contraste yodado ev | pet tc cos sencer fdg i contrast iodat ev
98J,primera visit. infermera ap sm inf. i juvenil
99,visit. succes. infermera primaria sm
9900,angiografia cerebral | angiografia cerebral
9901,angiografia medular | angiografia medular
9902,arteriografia carotidea unilateral testde wada | arteriografia carotidea unilateral testde wada
9903,arteriografia carotidea bilateral test de wada
9904,muerte cerebral angiografia  diagnostica
9905,test de oclusion
9906,test de oclusion bilateral
9907,cateterismo senos petrosos bilateral
9911,dina ct
9950,embolizacion aneurisma intracraneal (una lesion)
9951,embolizacion aneurisma intracraneal (dos lesiones)
9952,embolizacion aneurisma intracraneal (3 lesiones o mas)
9953,embolizacion aneurisma gigante o complejo
9954,embolizacion supraselectiva intracraneal(mav-favd) | embolizacion supraselectiva intracraneal(mav-favd)
9955,embolizacion selectiva medular | embolizacion selectiva medular
9956,embolizacion carotida externa
9957,"embolizacion via venosa intracraneal (maf durales, etc)"
9958,angioplastia carotida  extracraneal + /- stent
9959,angioplastia extracraneal
9960,angioplastia intracerebral
9961,angioplastia intracerebral mas stent
9962,oclusion de grandes vasos | oclusion de grandes vasos
9963,vertebroplastia 1 nivel
9964,vertebroplastia 2 niveles
9965,vertebroplastia 3 niveles
9966,vertebroplastia 4 niveles
9967,tratamiento agudo mecanico del ictus | tratamiento agudo mecanico  del ictus
9968,tratamiento agudo fibrinolitico del ictus
9969,tratamiento vasoespasmo intracraneal
9970,infusion terapeutica quimioterapia supraselectiva
9971,kiphoplastia 1 nivel
9972,kiphoplastia 2 niveles
9973,kiphoplastia 3 niveles
9974,embolizacion percutanea de lesiones tumorales
9978,biopsia percutanea guiada por escopia
9998,protesi
9999,concentracio fibrinogen
99990,solic. bcl a hcp
99999,extraccio | 99999
99J,visit. succes. infermera ap sm inf. i juvenil
A1166,"polimorfisme a1166c del gen at1 | gen at1 -polimorfisme a1166c,sang total"
A1AGN,"deficit alfa1-antitripsina (al*lels z is) | deficit alfa1-antitripsina,"
A4,"androstendiona, suero | androstendiona,serum | androstendiona, serum"
AAOR,"aminoacids,orina"
AAORI,"aminoacids quantitatius, orina | aminoacids quantitatius,orina"
AAP,"aminoacids,plasma"
AAPNE,"dosificacion de anticuerpos  anti-pneumococ, suero | dosificacio d anticossos anti-pneumococ, serum"
AASER,"aminoacids quantitatius, plasma | aminoacids quantitatius,plasma"
AASS,"aminoacids, sang seca"
AATP,"estudio de liberacion plaquetari de atp, sangre total | estudi d alliberament plaquetari atp,sang total"
ABAPM,"estudi del repertori del receptor antigenic b (igh) per ngs d alta profunditat,"
ABAPS,"estudi del repertori del receptor antigenic b (igh) per ngs d alta profunditat,"
ABCC,gen abcc8 (index)
ABCMA,"deteccio anticossos anti-cart-bcma, serum"
ABETA2,"anticossos igg i igm antibeta2glicoproteina i, serum"
ACAGM,"anticossos igg i igm anticardiolipina, serum | anticossos anticardiolipina, igg + igm,plasma"
ACANTSNL,"anticossos anti-superficie neuronal, lcr"
ACANTSNS,"anticossos anti-superficie neuronal, serum"
ACAR,acar
ACE,acetilcolinesterasa (ache)  sang total
ACESH,acetilcolinesterasa
ACFDNA,analisi de dd-cfdna en trasplantament renal
ACGADL,"anticossos anti-gad, lcr (stiff person)"
ACGADS,"anticossos anti-gad, serum (stiff person)"
ACGLI,"anticossos anti-gliadina -iga, igg,serum"
ACH,"acetil colinesterasa, liquid amniotic"
ACIALT,anticuerpos covid-19 iga
ACIAT,anticossos covid-19 iga (qualitatiu)
ACIGG,ac igg anti-dnaabc feia
ACIGLT,anticuerpos covid-19 igg
ACIGT,anticossos covid-19 igg (qualitatiu)
ACIGTT,anticuerpos covid-19 igg
ACIMLT,anticuerpos covid-19 igm
ACIMT,anticossos covid-19 igm (qualitatiu)
ACIMTT,anticuerpos covid-19 igm
ACMOGL,"anticossos anti-mog (cba), lcr"
ACMOGS,"anticossos anti-mog (cba), serum"
ACNMDARL,"anticossos anti-nmdar (cba), lcr"
ACNMDARS,"anticossos anti-nmdar (cba), serum"
ACNMOL,"anticossos anti-igg-nmo (aqp4) (cba), lcr"
ACNMOS,"anticossos anti-igg-nmo (aqp4) (cba), serum"
ACOCAC,"analisi quantitatiu de cocaina, cabell"
ACONCOL,"anticossos onconeuronals, lcr"
ACONCOS,"anticossos onconeuronals, serum"
ACOV1,"anticossos igg/iga covid-19, serum"
ACOV3,perfil anticossos anti-covid-19
ACOV5,anticossos totals covid19 igg+igm
ACRAM,"acids grassos ramificats (e. refsum, e.peroxisomals i condrodisplasia punctata)"
ACREO,aclarament de creatinina
ACTH,"corticotropina (acth), plasma | corticotropina (acth),plasma"
ACTH1,"test de estimulacion con acth para valorar 17-oh-progesterona | test d acth -cortisol i 17-oh-progesterona, | test d estimulacio amb acth per valorar17-oh-progesterona"
ACTH3,estimulacio suprarenal amb acth
ACTIL,"acidez titulable  orina 24 h | acidesa titulable,orina | acidesa titulable  orina 24 h"
AD2RL,anticossos anti-d2r (receptor 2 de dopamina) liquid cefalorraquidi
AD2RS,anticossos anti-d2r (receptor 2 de dopamina) serum
ADA,"adenosin deaminasa (ada),serum"
ADAER,adenosina desaminasa (ada)  sang total
ADAERSH,adaersh
ADHP,"estudio adhesion plaquetas al subendotelio, sangre total | estudi adhesio plaquetes al subendoteli,sang total"
ADM1,"adiponectina,serum"
ADMED,"adrenomedul*lina,plasma"
ADRE,"""anticossos anti-cortex adrenal  serum | """"anticossos anti-cortex adrenal  serum"""""""
ADREN,"adrenalina, plasma | adrenalina,plasma"
AEG6P,"estudi del gen de la glucosa-6 fosfat deshidrogenasa (gen g6pd), sang total"
AFC1I,activitat funcional del c1 inhibidor  suero | activitat funcional del c1 inhibidor  serum
AFLA,"afp,liquid amniotic"
AFPDP,alfa-fetoproteina dp
AGAGC,analisis genetica de la atopia severa (card11)
AGANG,"ac. a-gangliosidos igg-igm, suero | ac. a-gangliosids igg-igm, serum"
