lab_sap_ref,lab_descr,units,lab_ref
LABCOMAL,Comentario facultativo,N.D.,1260
LABCOMBST,Comentario,N.D.,1261
LABCOMCOMP,Comentario complementario,N.D.,1262
LABCOMDX,Corregido por:,N.D.,1263
LABCOMERI,Comentario Eritropatología,N.D.,1264
LABCOMLCR,"Comentario, LCR",N.D.,1265
LABCOMME,Comentario morfología eritrocitá,N.D.,1266
LABCOMMT,Comentario,N.D.,1267
LABCOMOR,Comentario Proteinograma orina,N.D.,1268
LABCOMPOFF,Comentario general porfirinas he,N.D.,1269
LABCOMPORF,Comentario general porfirinas,N.D.,1270
LABCOMPORO,Comentario general porfirinas or,N.D.,1271
LABCOMPORS,Comentario general porfirinas sa,N.D.,1272
LABCOMPR,Comentario Proteinograma sérum,N.D.,1273
LABCOMPTAU,Comentari interpretatiu,,5095
LABCOMT,Polimorfismes del gen COMT,N.D.,1274
LABCONAM,"Amfetaminas confirmación, orina",N.D.,1275
LABCONBUP,"Buprenorfina confirmación, orina",N.D.,1276
LABCONCA,"Cannabis confirmación, orina",ng/mL,1277
LABCONCO,"Cocaina confirmación, orina",N.D.,1278
LABCONDS,Condroitin sulfato,mg/mmol creatinina,1279
LABCONFEN,"Fentanil confirmación, orina",N.D.,1280
LABCONLSD,"LSD confirmació, orina",N.D.,1281
LABCONOP,"Opiacis -confirmació per EM,or",N.D.,1282
LABCONPP58,Concentració DNA (ng/µl)//QC1/,N.D.,1283
LABCOPEP,"Copeptina, plasma",pmol/L,1284
LABCOPF3,"Coproporfirina III,femta",nmol/g f.s.,4396
LABCOPF3P,Coproporfirina III,%,1285
LABCOPFI,"Coproporfirina I,femta",nmol/g f.s.,4397
LABCOPFIP,Coproporfirina I,%,1286
LABCOPR3,"Coproporfirina III, orina",µmol/mol creat.,1287
LABCOPRI,"Coproporfirina I, orina",µmol/mol creat.,1288
LABCOPS3,"Coproporfirina III, plasma",%,1289
LABCOPSI,"Coproporfirina I, plasma",%,1290
LABCOQ10C,Coenzima Q10 / citrato sintasa e,nmol / U CS,1291
LABCOQ10I,Interpretació,N.D.,1292
LABCOQ10P,Coenzima Q10 / prot. en linfocit,nmol / g prot.,1293
LABCOR120,Cortisol 120 min,N.D.,1294
LABCOR150,Cortisol 150 min,N.D.,1295
LABCOR180,Cortisol 180 min,N.D.,1296
LABCOR19,Cortisol 19 hr,N.D.,1297
LABCOR30,Cortisol 30 min,µg/dL,1298
LABCOR45,Cortisol 45 min,µg/dL,1299
LABCOR60,Cortisol 60 min,µg/dL,1300
LABCOR90,Cortisol 90 min,µg/dL,1301
LABCORB,Cortisol basal,µg/dL,1302
LABCORCB,Cortisol en pelo,pg/mg,1303
LABCOREMS,Cortisol(espectrometria de mas,N.D.,1304
LABCORF,Cortisol frenació,N.D.,1305
LABCOROM,"Cortisol, orina (espectrometri",N.D.,1306
LABCOROR,"Cortisol,orina 24 h",N.D.,1307
LABCORORO,Cortisol,N.D.,1308
LABCORORR,"Cortisol,orina",µg/dL,4398
LABCORS0,"Cortisol 0 horas, saliva",µg/L,1309
LABCORS12,"Cortisol 12 horas, saliva",µg/L,1310
LABCORS16,"Cortisol 16 horas, saliva",µg/L,1311
LABCORS20,"Cortisol 20 horas, saliva",µg/L,1312
LABCORSL,"Cortisol, saliva",µg/L,1313
LABCORSL30,"Cortisol 30 min, saliva",µg/L,1314
LABCORSL60,"Cortisol 60 min, saliva",µg/L,1315
LABCORT8H,Cortisol 08 hr,µg/dL,1316
LABCORTAO,A-cortolona,µg/24h,1317
LABCORTO,A-cortol,µg/24h,1318
LABCORTP,Cortisol serum,µg/dL o µg/dL,1319
LABCOSE,Comentario Sedimento,N.D.,1320
LABCOXOR,"Quocient oxalat/creatinina, or",N.D.,1321
LABCP3A4,"Polimorfismes del gen CYP3A4,",N.D.,1322
LABCP3A422,Polimorfismes del gen CYP3A4,N.D.,1323
LABCP3A5,"Polimorfismes del gen CYP3A5,",N.D.,1324
LABCPELQ,Comentario,N.D.,1325
LABCPGBP,Ac IgG anti-CPG Bomba de protons,U/ml,1326
LABCPOSMG,Nº Spots Control Positiu,N.D.,1327
LABCPTAU,Quantificació pTau-181 (Simoa),N.D.,1328
LABCRDA,Atención:,N.D.,1329
LABCREA,Creatinina,0,1330
LABCREAAR,"Creatinina, sang arterial",mg/dL,4399
LABCREAV,"Creatinina, sang venosa",mg/dL,4400
LABCRELDP,Creatinina corregida según facto,mg/dL,1331
LABCRELQ,"Creatinina, líquido",mg/dL,1332
LABCREOD,"Creatinina, orina 24 h",mg/dL,1333
LABCRESI,p-Cresil Sulfat sèrum,ng/mL,5039
LABCRIACOL,"IHQ Onconeuronals, LCR",N.D.,1334
LABCRIACOS,"IHQ Onconeuronals, sèrum",N.D.,1335
LABCRIASNL,"IHQ Superfície neuronal, LCR",N.D.,1336
LABCRIASNS,"IHQ Superfície neuronal, sèrum",N.D.,1337
LABCRIBA,Cribaje,N.D.,1338
LABCRIOA,"Crioaglutininas, sérum",N.D.,1339
LABCRIT,Anticuerpos anti-Crithidia lucil,N.D.,1340
LABCRL1,CRL,N.D.,1341
LABCRL2,CRL2,N.D.,1342
LABCRMS,-> LA screen Barreja (s),s,5098
LABCRPLA,Cromatografia en plasma,N.D.,4401
LABCRPP,"Polimorfisme CRP 1846C/T, sang",N.D.,5012
LABCRYE,Cryptococcus neoformans Antígeno,N.D.,1343
LABCRYL,Cryptococcus neoformans Antígeno,N.D.,1344
LABCSEDI,Comentario Sedimento,N.D.,1345
LABCSEZ,Células de Sézary,%,1346
LABCSF,"G-CSF, sèrum",pg/mL,4402
LABCT,"Calcitonina, sérum",pg/mL,1347
LABCTCLPCL,Quocient esterificada/lliure,N.D.,1348
LABCTF,Cristales Fosfato amónico-magnés,U/campo,1349
LABCUCAL,"Concentración de cobre, tejido",µg/g,1350
LABCUIP,Cobre intercambiable plasma,µg/dL,1351
LABCUIR,Cobre intercambiable relatiu,%,1352
LABCULT,"Cultivo de série eritroide, sang",N.D.,1353
LABCUO,"Cobre, orina",N.D.,1354
LABCUP,Cobre total plasma,µg/dL,1355
LABCUVW8,Prova de la unió del vWF al FV,N.D.,1356
LABCV2L,Anticuerpos anti-CV2(CRMP5) (Blo,N.D.,1357
LABCV2S,Anticuerpos anti-CV2(CRMP5) (Blo,N.D.,1358
LABCVAD,Cortisol - VAD,µg/dL,1359
LABCVAI,Cortisol - VAI,µg/dL,1360
LABCVC,Cortisol - VC,µg/dL,1361
LABCVGNM,Confirmació variant genètica n,,5088
LABCVHIL,"VIH, càrrega viral VIH-1, LCR",N.D.,1362
LABCVIHL,"VIH, càrrega viral VIH-1, LCR",N.D.,1363
LABCVVHB,Carga viral VHB / DNA-VHB cuanti,UI/mL,1364
LABCXCL10I,CXCL10/IP-10,pg/mL,1365
LABCYB5R3,Seqüenciació Sanger del gen CY,N.D.,1366
LABCYFRC,"CYFRA 21.1, líquido",ng/mL,1367
LABCYP2C92,CYP2C9*2,N.D.,1370
LABCYP2C93,CYP2C9*3,N.D.,1371
LABCYP2C_2,Estudio de las mutaciones del,N.D.,1368
LABCYP2C_3,Estudio de las mutaciones del,N.D.,1369
LABCYP2D6R,CYP2D6 rs 16947,N.D.,1372
LABCYP2D6V,CYP2D6 Val 11Met,N.D.,1373
LABCYPD63,CYP2D6*3,N.D.,1374
LABCYPD64,CYP2D6*4,N.D.,1375
LABCYPD65,CYP2D6*5,N.D.,1376
LABCYPD66,CYP2D6*6,N.D.,1377
LABCYS2,"Cistina (CYS2), plasma",µmol/L,1378
LABCYS2O,"Cistina (CYS2), orina",mmol/mol creat.,1379
LABD1,Tipatge HLA locus DRB1 (baixa,N.D.,4403
LABD11,Tipatge HLA locus DRB1 (alta),N.D.,4404
LABD1656T,Células NK (CD16 + CD56+) totale,Cél/µL,1380
LABD1I,IgE Dermatophag. pteronyssinus,N.D.,1381
LABD1II,IgE Dermatophag. pteronyssinus,N.D.,1382
LABD2,Tipatge HLA locus DRB1 (baixa,N.D.,4405
LABD202I,IgE Der p 1 ácaro (d202)-cl.,N.D.,1383
LABD202II,IgE Der p 1 ácaro (d202)-conc.,N.D.,1384
LABD203I,IgE Der p 2 ácaro (d203)-cl.,N.D.,1385
LABD203II,IgE Der p 2 ácaro (d203)-conc.,N.D.,1386
LABD205I,IgE Der p 10 Tropomiosina àcar,N.D.,1387
LABD205II,IgE Der p 10 Tropomio. Àcar (d,N.D.,1388
LABD209I,IgE rDer p 23 àcar (d209)-cl.,N.D.,1389
LABD209II,IgE rDer p 23 àcar (d209)-conc,N.D.,1390
LABD22,Tipatge HLA locus DRB1 (alta),N.D.,4406
LABD2I,IgE Dermatophagoides farinae (,N.D.,1391
LABD2II,IgE Dermatophagoides farinae (,N.D.,1392
LABD33,HLA-DRW ALTA,N.D.,4407
LABD3I,IgE Dermatophagoides microcera,N.D.,1393
LABD3II,IgE Dermatophagoides microcera,N.D.,1394
LABD44,HLA-DRW ALTA,N.D.,4408
LABD55,"Tipatge HLA locus DQ B (alta),",N.D.,4409
LABD66,"Tipatge HLA locus DQ B (alta),",N.D.,4410
LABD70I,IgE Acarus siro (d70)-cl.,N.D.,1395
LABD70II,IgE Acarus siro (d70)-conc.,N.D.,1396
LABD71I,IgE Lepidoglyphus destructor (,N.D.,1397
LABD71II,IgE Lepidoglyphus destructor (,N.D.,1398
LABD72I,IgE Tyrophagus putrescentiae (,N.D.,1399
LABD72II,IgE Tyrophagus putrescentiae (,N.D.,1400
LABD73I,IgE Glycyphagus domesticus (d7,N.D.,1401
LABD73II,IgE Glycyphagus domesticus (d7,N.D.,1402
LABD74I,d74 - IgE Euroglyphus maynei (cl,N.D.,1403
LABD74II,d74 - IgE Euroglyphus maynei,kU/L,1404
LABDAAFH,Detección de anticuerppos Anti-F,N.D.,1405
LABDABI,Quantificació de Dabigatran en,ug/mL,4411
LABDADA2,Estudi genètic deficiència ADA,N.D.,4412
LABDADA2F,Estudio genético deficiéncia ADA,N.D.,1406
LABDADA2I,Estudio genético deficiéncia ADA,N.D.,1407
LABDAPTM,"Daptomicina, plasma LC/MS/MS",µg/mL,1408
LABDARAO,"Daratumumab Immunofijación, orin",N.D.,1409
LABDARAS,"Daratumumab Immunofijación, sèru",N.D.,1410
LABDARUN,Darunavir,µg/mL,1411
LABDARUNLC,None,µg/mL,1412
LABDBTAL,"Estudio de delta-beta talisemia,",N.D.,1413
LABDC10,C10,pmol/72h/mg prot,1414
LABDC12,C12,pmol/72h/mg prot,1415
LABDC141,C14:1,pmol/72h/mg prot,1416
LABDC16,C16,pmol/72h/mg prot,1417
LABDC161,C16:1,pmol/72h/mg prot,1418
LABDC5B9,Depósito c5b9 endoteli,N.D.,1419
LABDC8,C8,pmol/72h/mg prot,1420
LABDCART19,Detección de anticuerpos anti-CA,N.D.,1421
LABDCRI,Fecha cribaje,N.D.,1422
LABDDC,Dimero D cuantitativo serum,ng/mL,1423
LABDDCC,Dimero D cuantitativo,ng/mL,1424
LABDDIM,"Dímer D quantificació -ELISA,p",N.D.,4413
LABDECO,Data ecografia,N.D.,4414
LABDELALC,"Delavirdine, sang total LC/MS",µg/mL,1425
LABDENGG,IgG dengue - Test ràpid,N.D.,1426
LABDENGM,IgM dengue - Test ràpid,N.D.,1427
LABDENS1,Antígeno NS1 Dengue - Test rápid,N.D.,1428
LABDENSO,DENSITAT ORINA BASIC,g/L,4415
LABDERMS,Dermatan sulfato,mg/mmol creatinina,1429
LABDESIP,Desipramina sèrum,ng/mL,4416
LABDFLC,Diferencial de cadenas ligeras,mg/L,1430
LABDFS70,"Ac IgG anti-DFS70, sérum",U/ml,1431
LABDFS70A,"Ac IgG anti-DFS70, sérum",N.D.,1432
LABDFS70AN,"Ac IgG anti-DFS70, sèrum",FLU,5097
LABDG1,"Acs IgG antidesmogleïna-1, sérum",U/mL,1433
LABDG3,"Acs IgG antidesmogleïna-3, sérum",U/mL,1434
LABDHAMS,Dihidroartemisinin,ng/mL,1435
LABDHAS,Sulfat de dehidroepiandrostero,µg/mL,1436
LABDHASFC,Sulfat de dehidroepiandrostero,µg/dL,4417
LABDHEAO,Dehidroepiandrosterona (DHEA),µg/24h,1437
LABDHLA1,Estudi dèficit HLA-classe I,N.D.,1438
LABDHLA2,Estudi dèficit HLA-classe II,N.D.,1439
LABDHT,"Dihidrotestosterona (DHT) ,sérum",ng/dL,1440
LABDIA,Diaforasa Eritrocitaria (METAHEM,UI/gHb,1441
LABDIFEN,Difenhidramina,N.D.,4418
LABDIFGEI,Interpretació i recomanacions,N.D.,4419
LABDIUR5,Diuresis 5 hores,mL,1442
LABDIURA,Diuresis ácida,mL,1443
LABDIURV,"Diuresis, orina 24 h",mL,1444
LABDLTZM,Diltiazem,N.D.,4420
LABDMB,Distròfia Muscular de Becker (,N.D.,1445
LABDMD,Distrofia Muscular de Duchenne (,N.D.,1446
LABDMEVWD,Dx molecular enfermedad de von W,N.D.,1447
LABDMSDPM,"Distrofia Miotónica de Steinert,",N.D.,1448
LABDMSM,"Distròfia Miotònica TipusI(DM1,S",N.D.,1449
LABDNA1DPM,Relació C26/C22 en vellositats,N.D.,1450
LABDNALESC,Resultat dsDNA-LES-ELISPOT,N.D.,1451
LABDOC,DESOXICORTICOSTERONA,ng/dL,5023
LABDOCS,"11-desoxicortisol (11-DOCS), sér",ng/mL,1452
LABDOHD3,"Vitamina D3 1,25 hidroxi serum",pg/mL,1453
LABDOPAM,DOPAM p,N.D.,4421
LABDOXLC,"Doxorubicina, plasma",N.D.,1454
LABDPA1,HLA-DPA1(HR),N.D.,1455
LABDPABCD1,Interpretación,N.D.,1456
LABDPACO,"Acondroplasia, diagnòstic prenat",N.D.,1457
LABDPAFR,"Atàxia de Friedreich, diagnòst",N.D.,4422
LABDPB1HR,HLA-DPB1(HR),N.D.,1458
LABDPCO,"Corea de Huntington, diagnóstico",N.D.,1459
LABDPDMB,Distrofia Muscular de Becker (Di,N.D.,1460
LABDPDMD,Distrofia Muscular de Duchenne (,N.D.,1461
LABDPDU,"Disomia uniparental, diagnóstico",N.D.,1462
LABDPFE,"Fenilcetonuria, diagnòstic pre",N.D.,4423
LABDPGIDP,"Diagnóstico prenatal de IDP, mut",N.D.,1463
LABDPGSE,"2,3 - Difosfoglicerat sintasa ),",UI/gHb,1464
LABDPHI,"Hipocondroplàsia, diagnòstic p",N.D.,1465
LABDPHP,Hipertensió pulmonar familiar,N.D.,4424
LABDPIDPL,Dg IDP-mutació coneguda-liq am,N.D.,4425
LABDPIDPS,Dg IDP-mutació coneguda-sangre,N.D.,4426
LABDPIDPV,Dg IDP-mutació coneguda-vell.,N.D.,4427
LABDPLI,Lipofuscinosi Neuronal Ceroide,N.D.,4428
LABDPMUT,Estudio molecular de mutación co,N.D.,1466
LABDPNAGLU,Interpretació,N.D.,1467
LABDPNO,"Síndrome de Norrie, diagnòstic",N.D.,4429
LABDPPR,Poliquistosi renal autosòmica,N.D.,4430
LABDPRD,Poliquistosi renal autosòmica,N.D.,4431
LABDPSLO,Esteroles para diagnóstico pre,N.D.,1468
LABDPXF,"Síndrome cromosoma X fràgil, d",N.D.,1469
LABDPYD13,DPYD*13,N.D.,1470
LABDPYD2A,DPYD*2A,N.D.,1471
LABDPYD9A,DPYD*9A,N.D.,1472
LABDPYDA,Diagnóstico DPYD,N.D.,1473
LABDPYDD94,DPYD D949V,N.D.,1474
LABDPYDIVS,DPYD IVS,N.D.,1475
LABDQA1HR,HLA-DQA1(HR),N.D.,1476
LABDQB1HR,HLA-DQB1(HR),N.D.,1477
LABDRB1HR,HLA-DRB1(HR),N.D.,1478
LABDRB1LR,HLA-DRB1(LR),N.D.,1479
LABDRVVT,dRVVT,N.D.,1480
LABDSMAMPI,Ampliación estudio por NGS (índi,N.D.,1481
LABE1,"Estrona, sérum",pg/mL,1482
LABE101I,IgE Can f 1 Perro(e101)-conc.,N.D.,1483
LABE101II,IgE Can f 1 Perro(e101)-conc.,N.D.,1484
LABE102I,IgE Can f 2 lipocalina perro (,N.D.,1485
LABE102II,IgE Can f 2 lipocal. perro (e1,N.D.,1486
LABE11,"IgE Gat, caspa (e1)-cl.",N.D.,1487
LABE12,"IgE Gat, caspa (e1)-conc.",N.D.,1488
LABE16OD16,Ràtio 16:0 DMA/16:0,N.D.,1489
LABE16ODMA,16:0 DMA,nmol/100mg Hb,1490
LABE181D18,Ràtio 18:1DMA/18:1,N.D.,1491
LABE181DMA,18:1 DMA,nmol/100mg Hb,1492
LABE18OD18,Ràtio 18:0 DMA/18:0,N.D.,1493
LABE18ODMA,18:0 DMA,nmol/100mg Hb,1494
LABE2,"17b-estradiol, sérum",pg/mL,1495
LABE204I,e204-nBos d6 BSA albúmina sérica,N.D.,1496
LABE204II,e204-nBos d6 BSA albúmina sérica,kU/L,1497
LABE21,"Gos, epiteli (e2)-classe",N.D.,4432
LABE22,"Gos, epiteli (e2)-concentració",kU/L,4433
LABE220I,IgE Dermatophagoides farinae (,N.D.,1498
LABE220II,IgE Dermatophagoides farinae (,N.D.,1499
LABE221I,IgE Can f 1 Perro(e101)-conc.,N.D.,4971
LABE221II,IgE Can f 1 Perro(e101)-conc.,N.D.,1500
LABE222I,e222-nSus s albúmina sérica de c,N.D.,1501
LABE222II,e222-nSus s albúmina sérica de c,kU/L,1502
LABE226I,IgE Can f 5 perro (e226)-cl.,N.D.,1503
LABE226II,IgE Can f 5 perro (e226)-conc.,N.D.,1504
LABE227I,"e227- IgE rEqu c 1 caballo, séru",N.D.,1505
LABE227II,"e227- IgE rEqu c 1 caballo, séru",kU/L,1506
LABE228I,IgE Fel d 4 lipocalina gato (e,N.D.,1507
LABE228II,IgE Fel d 4 lipocalina gato (e,N.D.,1508
LABE2FIV,"17b-estradiol - FIV, sérum",pg/mL,1509
LABE2US,"17b-estradiol -ultrasensible, sé",pg/mL,1510
LABE31,"IgE Cavall, caspa (e3)-cl.",N.D.,1511
LABE32,"IgE Cavall, caspa (e3)-conc.",N.D.,1512
LABE51,"IgE Gos, caspa (e5)-cl.",N.D.,1513
LABE52,"IgE Gos, caspa (e5)-conc.",N.D.,1514
LABE61,"IgE Conill dindies, epiteli (",N.D.,1515
LABE62,"IgE Conill dindies, epiteli (",N.D.,1516
LABE711,"IgE Ratolí, epiteli (e71)-cl.",N.D.,1517
LABE712,"IgE Ratolí, epiteli (e71)-conc",N.D.,1518
LABE71IM,"Colom, excrement (e7)-classe",N.D.,4434
LABE721,"IgE Ratolí, proteïnes dorina",N.D.,1519
LABE722,"IgE Ratolí, prot dorina (e72)",N.D.,1520
LABE72IM,"Colom, excrement (e7)-concentr",kU/L,4435
LABE731,"IgE Rata, epiteli (e73)-cl.",N.D.,1521
LABE732,"IgE Rata, epiteli (e73)-conc.",N.D.,1522
LABE741,"IgE Rata, proteïnes dorina (e",N.D.,1523
LABE742,"IgE Rata, proteïnes dorina (e",N.D.,1524
LABE77I,"IgE Periquito, excrement (e77)",N.D.,1525
LABE77II,"IgE Periquito, excrement (e77)",N.D.,1526
LABE78I,"IgE Periquito, plomes (e78)-cl",N.D.,1527
LABE78II,"IgE Periquito, plomes (e78)-co",N.D.,1528
LABE79I,"Periquito, proteïnes sèriques",N.D.,4436
LABE79II,"Periquito, proteïnes sèriques",kU/L,4437
LABE82I,e82 - IgE conejo (epitelio) (cl),N.D.,1529
LABE82II,e82 - IgE conejo (epitelio),kU/L,1530
LABE84I,"IgE Hamster, epiteli (e84)-cl.",N.D.,1531
LABE84II,"IgE Hamster, epiteli (e84)-con",N.D.,1532
LABE941I,IgE rDer p 23 àcar (d209)-cl.,N.D.,1533
LABE941II,IgE rDer p 23 àcar (d209)-conc,N.D.,1534
LABE94I,,N.D.,4438
LABE94II,,kU/L,4439
LABEALPL,"Estudi de CNVs del gen ALPL, s",N.D.,4440
LABEBAT,"Estudio del gen alfa-talasémia,",N.D.,1535
LABEBSAN1,"Excés de base, sang arterial",mmol/L,4441
LABEBSAN2,"Excés de base, sang arterial",mmol/L,4442
LABEBSAN3,"Excés de base, sang arterial",mmol/L,4443
LABEBSC,"Exceso de base, sangre capilar",mmol/L,1536
LABEBSTC,"Excés de base, sang total calo",mmol/L,4444
LABEBSVN1,"Excés de base, sang venosa",mmol/L,4445
LABEBSVN2,"Excés de base, sang venosa",mmol/L,4446
LABEBSVN3,"Excés de base, sang venosa",mmol/L,4447
LABEBVCR,Exceso de base venosa cordón,N.D.,1537
LABECA,Enzima convertidora de la angiot,U/L,1538
LABECARFA,Estudio de cardiopatia (familiar,N.D.,1539
LABECARIN,Estudio cardiopatia por NGS (índ,N.D.,1540
LABECD57T4,Expressió CD57 linfòcits T CD4,%,4448
LABECD57T8,Expressió CD57 linfòcits T CD8,%,4449
LABECD69T4,Expressió CD69 linfòcits T CD4,%,4450
LABECD69T8,Expressió CD69 linfòcits T CD8,%,4451
LABECJ,Estudio Genético de la Enferme,N.D.,1541
LABECJRT,"RT-Quic Diagnòstic ECJ, LCR",N.D.,1542
LABECM-MUT,Mal. Metab. Hered. - Mutació f,N.D.,1545
LABECM2440,Àcid behènic (C22:0),N.D.,1546
LABECM2441,Àcid lignocèric (C24:0),N.D.,1547
LABECM2442,Àcid hexacosanoic (C26:0),N.D.,1548
LABECM2443,Ràtio C24/C22,N.D.,1549
LABECM2444,Ràtio C26/C22,N.D.,1550
LABECM2446,Interpretació,N.D.,1551
LABECM2466,Ácido eicosapentaenoico [EPA] (C,nmol/100mg Hb,1552
LABECM2467,Ácido docosapentaenoico [DPEn-3],nmol/100mg Hb,1553
LABECM2468,Ácido docosahexaenoico (DHA) (C2,nmol/100mg Hb,1554
LABECM2469,Ácido araquidónico [AA] (C20:4w6,nmol/100mg Hb,1555
LABECM2471,Interpretació,N.D.,1556
LABECM2479,Ratio C22:6w3/C22:5w3,N.D.,4454
LABECMACA,Beta-Galactosidasa en amniocit,nmol/(h*mg prot),4455
LABECMB2,Interpretació,N.D.,1557
LABECMB3,Anexo 1. Metodología y limitacio,N.D.,1558
LABECMB4,Anexo 2. Panel de genes analizad,N.D.,1559
LABECMTOR,Avaluación citométrica de la via,N.D.,1560
LABECMUTDP,Estudio molecular prenatal de M.,N.D.,1561
LABECM_ACO,Oleato lipasa en amniocits cul,nmol/(h*mg prot),4452
LABECM_ACP,Palmitato lipasa en amniocits,nmol/(h*mg prot),4453
LABECM_PCL,"Carnitina libre, plasma",µmol/L,1543
LABECM_PCT,"Carnitina total, plasma",µmol/L,1544
LABECUTER,Análisis dd-cfDNA trasplantamien,N.D.,1562
LABEDERF,Estudi de malalties dermatològ,N.D.,1563
LABEDERI,Estudi de malalties dermatològ,N.D.,1564
LABEDIAF,Estudio de las diabetes hereditá,N.D.,1565
LABEDIAI,Estudi de les diabetes heredit,N.D.,1566
LABEDISFA,Estudio de la distonia (caso fam,N.D.,1567
LABEDISIN,Estudio de distonia per NGS (cas,N.D.,1568
LABEDTRF,Estudio de enfermedad muscular (,N.D.,1569
LABEDTRIN,Estudio de enfermedad muscular m,N.D.,1570
LABEFAVI,"Efavirenz, sangre total",µg/mL,1571
LABEFAVILC,"Efavirenz, sang total LC/MS",µg/mL,1572
LABEFCNK,Estudio de la degranulación (CD1,N.D.,1573
LABEFPCF,Fibrosis pulmonar (FAMILIAR),N.D.,1574
LABEFPCI,Fibrosis pulmonar NGS (ÍNDEX),N.D.,1575
LABEFQIN,Estudio Fibrosis Quística por NG,N.D.,1576
LABEFSSA,Estudio de frotis de sangre sin,N.D.,1577
LABEG6PD,"Estudio del gen de la G6PD, sang",N.D.,1578
LABEGALUT,"uridil transferasa, eritrocitos",N.D.,1579
LABEGECO,Edad gestacional ecográfica,N.D.,1580
LABEGEXT,Edad gestacional extracción,N.D.,1581
LABEGFR,"EGFR, sangre total",N.D.,1582
LABEGHIP,Estudio genético de hiper alfa t,N.D.,1583
LABEGINL,Estudio genético de la intolerán,N.D.,1584
LABEHEPF,Estudio de enfermedades hepática,N.D.,1585
LABEHEPI,Estudio de enfermedades hepática,N.D.,1586
LABEIGAD,Anticuerpos IgA antiendomisis (t,N.D.,1587
LABEIGGD,Anticossos IgG antiendomisi (d,N.D.,1588
LABEIL12,Expresión de lso receptors de IL,N.D.,1589
LABEJ,Ac miositis anti-EJ (Dot-Blot),N.D.,1590
LABELA2,Netropenia cíclica: Gen Elasta,N.D.,4456
LABELASF,"Elastasa, heces",µg/g femta,1591
LABELAST,"Anticuerpos antielastasa (ANCA),",N.D.,1592
LABELCD4,Expresión HLA-DR linfocitos T CD,%,1593
LABELCD8,Expresión HLA-DR linfocitos T CD,%,1594
LABELFCH,Biomarcador fibrosis,N.D.,1595
LABELFFC,Enhanced liver fibrosis,N.D.,4457
LABEMAB,Test unió eosina-5-maleimida,N.D.,1596
LABEMAT,Edad materna,N.D.,1597
LABEMETL,"Ecgonina metilester, orina",N.D.,1598
LABEMHIN,Metabolisme del ferro per NGS,N.D.,1599
LABENDOE,"Endotelina,orina",N.D.,4458
LABENDOP,"Endotelina, plasma",N.D.,1600
LABENEOF,Estudio de segregación neonatal,N.D.,1601
LABENEOI,"Exoma neonatal, caso índice",N.D.,1602
LABENEUFA,E. enfermedades neurológicas (fa,N.D.,1603
LABENEUIN,E. enfermedades neurológicas NGS,N.D.,1604
LABENOLA,"Enolasa, sang total",UI/gHb,4459
LABENZFCOM,Comentario,N.D.,1605
LABENZLCOM,Comentario,N.D.,1606
LABENZLNCO,Comentario,N.D.,1607
LABENZSCOM,Comentario,N.D.,1608
LABEOFTF,Estudio de enfermedades oftalmol,N.D.,1609
LABEOFTI,Estudio de enfermedades oftalmol,N.D.,1610
LABEOSAM,Eosinofilos absolutos manual,10^9/L,1611
LABEOSAMSC,Eosinòfils sang de cordó,10^9/L,5048
LABEOSASC,Eosinòfils sang de cordó,10^9/L,5049
LABEOSI,Eosinófilos,%,1612
LABEOSIN,Eosinófilos,%,1613
LABEOSMSC,Eosinòfils sang de cordó,%,5050
LABEOSSC,Eosinòfils sang de cordó,%,5051
LABEPCNKC,Expresión perforina celulas NK-c,%,1614
LABEPCNKP,Expresión perforina celulas NK-p,%,1615
LABEPESCOM,Interpretació,N.D.,1616
LABEPIC,Cilindres epitelials,N.D.,4460
LABEPO,"Eritropoetina, sangre total",U/L,1617
LABEPOSTD,Estudio postnatal exoma,N.D.,1618
LABEPREND,Estudio exoma prenatal,N.D.,1619
LABEPTMFD,Estudio prenatal exoma trio (Mue,N.D.,1620
LABEPTMMD,Estudio prenatal exoma trio (Mue,N.D.,1621
LABEPTMPD,Estudio prenatal exoma trio (Mue,N.D.,1622
LABEQ10,"Coenzima Q10, plasma",µmol/L,1623
LABEQ10INT,Interpretació,N.D.,1624
LABEQMCF,Estudi de síndrome hipertrigli,N.D.,1625
LABEQMCI,Estudi de síndrome hipertrigli,N.D.,1626
LABERENFA,Estudio de enfermedades renales,N.D.,1627
LABERENIN,Estudio enfermedades renales por,N.D.,1628
LABERGR,"Glutatió reduït, sang total",N.D.,1629
LABERIAN1,Anexo 1. Metodología y limitacio,N.D.,1630
LABERIAN2,Anexo 2. Clausula de exención,N.D.,1631
LABERIINT,Interpretació,N.D.,1632
LABERME,Morfologia eritrocitària,N.D.,1633
LABERPK,"Piruvactinasa (PK), sang total",N.D.,1634
LABERTPI,"Triosafosfat Isomerasa (TPI),",N.D.,1635
LABESCIN,"Estudio por CAP-inhibición, séru",N.D.,1636
LABESCLRS,Esclerostina sèrum,pmol/L,5089
LABESCO,"Escopolamina, orina",N.D.,1637
LABESELE,Dosificación de E-Selectina solu,N.D.,1638
LABESH2D1A,Expresión SH2D1A(SAP),N.D.,1639
LABESPRND,Estudio Segregación Prenatal,N.D.,1640
LABESTAT,Estado,N.D.,1641
LABESTERCO,Interpretación,N.D.,1642
LABETA,"Etanolamina, sérum",µmol/L,1643
