surgery_code,surgery_code_descr
Q00955,artrodesi de maluc | artrodesi de maluc
Q00956,artrodesi de genoll | artrodesi de genoll
Q00957,artrodesi d espatlla | artrodesi d espatlla
Q00958,artrodesi de colze | artrodesi de colze
Q00959,artrodesi radio-carpiana | artrodesi radio-carpiana
Q00960,artrodesi metacarpo-carpiana | artrodesi metacarpo-carpiana
Q00961,artrodesi metacarpo-falangia | artrodesi metacarpo-falangia
Q00962,artrodesi interfalangia de la ma | artrodesi interfalangia de la ma
Q00963,artrodesi sacro-iliaca | artrodesi sacro-iliaca
Q00964,desartrodesi de maluc | desartrodesi de maluc
Q00965,reparacio global de la gran lesio de lligaments de genoll | reparacio global de la gran lesio de lligaments de genoll
Q00966,reparacio de triade de genoll desgraciada | reparacio de triade de genoll desgraciada
Q00967,avancament de la tuberositat tibial anterior (tta ) [maquet-bandi] | avancament de la tuberositat tibial anterior (tta ) [maquet-bandi]
Q00968,estabilitzacio proximal de genoll [insall] | estabilitzacio proximal de genoll [insall]
Q00969,medializacion de la tuberosidad tibial anterior (tta) | medialitzacio de la tuberositat tibial anterior (tta) | medialitzacio de la tuberositat tibial anterior (tta)
Q00970,reparacion de ligamento cruzado anterior de rodilla | reparacio de lligament encreuat anterior de genoll | reparacio de lligament encreuat anterior de genoll
Q00971,reparacio de lligament encreuat posterior de genoll | reparacio de lligament encreuat posterior de genoll
Q00972,reparacio de lligament lateral extern de genoll | reparacio de lligament lateral extern de genoll
Q00973,reparacio de lligament lateral intern de genoll | reparacio de lligament lateral intern de genoll
Q00974,fixacio de fragment osteo-condral al genoll | fixacio de fragment osteo-condral al genoll
Q00975,fixacio de fragment osteo-condral al genoll (artroscopia) | fixacio de fragment osteo-condral al genoll (per artroscopia)
Q00976,mosaicoplastia al genoll | mosaicoplastia al genoll
Q00977,plastia os-tendo-os per a lligament encreuat ant de genoll | plastia os-tendo-os per a lligament encreuat anterior de genoll
Q00978,plastia os-tendo-os per a lligament encreuat ant de genoll (artroscopia) | plastia os-tendo-os per a lligament encreuat anterior de genoll (per artroscopia
Q00979,plastia os-tendo-os per a lligament encreuat post de genoll | plastia os-tendo-os per a lligament encreuat posterior de genoll
Q00980,plastia os-tendo-os per a lligament encreuat post de genoll (artroscopia) | plastia os-tendo-os per a lligament encreuat posterior de genoll (per artroscopi
Q00981,reparacio de laxitud cronica de lligaments de genoll | reparacio de laxitud cronica de lligaments de genoll
Q00982,sutura meniscal de genoll | sutura meniscal de genoll
Q00983,sutura meniscal de genoll (artroscopia) | sutura meniscal de genoll (per artroscopia)
Q00984,trasplantament de condrocits al genoll | trasplantament de condrocits al genoll
Q00985,trasplantament meniscal de genoll | trasplantament meniscal de genoll
Q00986,artrolisi de turmell | artrolisi de turmell
Q00987,protesis total de cadera primaria: cementada | protesi total de maluc: cimentada | protesi total de maluc primaria: cimentada
Q00988,protesi total de maluc primaria: complexa | protesi total de maluc: complexa
Q00989,protesi total de maluc  primaria : hibrida | protesi total de maluc: hibrida
Q00990,protesis total de cadera derecha /izquierda no cementada | protesi total de maluc: no cimentada | protesi total de maluc primaria : no cimentada
Q00991,protesi parcial de maluc primaria: bipolar cimentada | protesi parcial de maluc: bipolar cimentada
Q00992,protesi parcial de maluc: bipolar de reseccio tumoral | protesi parcial de maluc: bipolar de reseccio tumoral
Q00993,protesis total de cadera derecha /izquierda cementada (thomp | protesi parcial de maluc: cimentada [thompson] | protesi parcial de maluc : cimentada [thompson]
Q00994,protesi parcial de maluc: de reseccio tumoral | protesi parcial de maluc: de reseccio tumoral
Q00995,protesi parcial de maluc  primaria: no cimentada (moore) | protesi parcial de maluc: no cimentada [moore]
Q00996,recanvi t de protesis de maluc  no cimentada | revisio de protesi de maluc
Q00997,protesi parcial de genoll: femoro-patel.lar
Q00998,protesis parcial de rodilla: unicompartimental | protesi parcial de genoll: unicompartimental
Q00999,protesis total de rodilla: de frontiza | protesi total de genoll: de frontissa | protesi total de genoll: de frontissa
Q01000,protesi total de genoll: de lliscament | protesi total de genoll: de lliscament
Q01001,recambio de protesis de rodilla | revisio de protesi de genoll | recanvi de protesi de genoll
Q01002,protesis de tobillo | protesi de turmell | protesi de turmell
Q01003,recanvi  complex de protesi t de maluc amb implant a mida | recanvi de protesi total de maluc amb empelt estructural de cotila
Q01004,recanvi de protesi t de maluc amb empelt estructural de femur | recanvi de protesi total de maluc amb empelt estructural de femur
Q01005,recanvi de protesi t de maluc amb empelt triturat i compactat (ling-sloof) | recanvi de protesi total de maluc amb empelt triturat i compactat [ling-sloof]
Q01006,recanvi de protesi t de maluc amb megaprotesi | recanvi de protesi total de maluc amb megaprotesi
Q01007,recanvi de protesi t de maluc amb tija curta o vastag primari | recanvi de protesi total de maluc amb tija llarga
Q01008,recanvi de protesi t de maluc  amb espaidor | recanvi de protesi total de maluc infectada en dos temps: espaiador (1r temps)
Q01009,recanvi de protesi t de maluc infectadaen 2 temps: protesi (2 temps) | recanvi de protesi total de maluc infectada en dos temps: protesi (2n temps)
Q01010,recambio de protesis de cadera infectada en un tiempo | recanvi de protesi total de maluc infectada en un temps | recanvi de protesi t de maluc infectadaen un temps
Q01011,recanvi de protesi de turmell | revisio de protesi de turmell
Q01012,protesi de dits de la ma | protesi de dits de la ma
Q01013,protesi de canell | protesi de canell
Q01014,artroplastia trapezio-metacarpiana | artroplastia trapezio-metacarpiana
Q01015,protesi total d espatlla | protesi total d espatlla
Q01016,protesi parcial d espatlla | protesi parcial d espatlla
Q01017,reparacio de luxacio recidivant d espatlla (bankart) | reparacio de luxacio recidivant d espatlla [bankart]
Q01018,recanvi de protesi d espatlla | revisio de protesi d espatlla
Q01019,protesi de colze | protesi de colze
Q01020,recanvi de protesi de canell | revisio de protesi de canell
Q01021,recanvi de protesi de dits de la ma | revisio de protesi de dits de la ma
Q01022,sutura de capsula o lligamente de peu iturmell | sutura de capsula o lligament de peu i turmell
Q01023,sutura de tendo d aquiles | sutura de tendo d aquil.les
Q01024,sutura secundaria de tendons de la ma | sutura secundaria de tendons de la ma
Q01025,trasplantament de tendons de la ma | trasplantament de tendons de la ma
Q01026,transposicio de dit de la ma per a pol.licitzacio | transposicio de dit de la ma per a pol.licitzacio
Q01027,reconstruccio de polze | reconstruccio de polze
Q01028,reconstruccio de politja de tendons de la ma | reconstruccio de politja de tendons de la ma
Q01029,transposicio de dit de la ma | transposicio de dit de la ma
Q01030,reparacio de dit de la ma de martell <local> | reparacio de dit de la ma de martell <local>
Q01031,alliberament d adherencies de tendons de la ma | alliberament d adherencies de tendons de la ma
Q01032,tenotomia d adductors de maluc | tenotomia d adductors de maluc
Q01033,tenotomia de la porcio llarga del biceps | tenotomia de la porcio llarga del biceps
Q01034,tenotomia i zetaplastia del tensor de la fascia lata | tenotomia i zetaplastia del tensor de la fascia lata
Q01035,fasciotomia palmar per sequeles de sindr. compartimental de l avantbrac | fasciotomia palmar per sequeles de sindrome compartimental de l avantbrac
Q01036,desenganxament quadricipital de genoll [judet] | desenganxament quadricipital de genoll [judet]
Q01037,alliberament muscular de l avantbrac [scaglietti] | alliberament muscular de l avantbrac [scaglietti]
Q01038,excisio de quist de baker de genoll | excisio de quist de baker de genoll
Q01039,reparacio de manegot de rotadors | reparacio de manegot de rotadors
Q01040,reparacio de manegot de rotadors (artroscopia) | reparacio de manegot de rotadors (per artroscopia)
Q01041,trasplantament musculo-tendinos i mioplastia de genoll | trasplantament musculo-tendinos i mioplastia de genoll
Q01042,trasplantament musculo-tendinos i mioplastia d espatlla | trasplantament musculo-tendinos i mioplastia d espatlla
Q01043,plastia de quadriceps femoral | plastia de quadriceps femoral
Q01044,tenodesi de la porcio llarga del biceps | tenodesi de la porcio llarga del biceps
Q01045,correccio d actitud viciosa de genoll amb alliberament de parts toves | correccio d actitud viciosa de genoll amb alliberament de parts toves
Q01047,desarticulacio del canell | desarticulacio del canell
Q01048,desarticulacio del colze | desarticulacio del colze
Q01049,desarticulacio de l espatlla | desarticulacio de l espatlla
Q01051,desarticulacio del turmell | desarticulacio del turmell
Q01052,desarticulacio del genoll | desarticulacio del genoll
Q01053,desarticulacio del maluc | desarticulacio del maluc
Q01054,reimplantacio del polze | reimplantacio del polze
Q01055,reimplantacio dels dits de la ma | reimplantacio dels dits de la ma
Q01056,reimplantacio de l avantbrac | reimplantacio de l avantbrac
Q01057,reimplantacio del canell o de la ma | reimplantacio del canell o de la ma
Q01059,revisio de monyo d amputacio d extremitat inferior | revisio de monyo d amputacio d extremitat inferior
Q01060,revisio de monyo d amputacio d extremitat superior | revisio de monyo d amputacio d extremitat superior
Q01061,extraccio d ungla de dit de la ma | extraccio d ungla de dit de la ma
Q01062,extraccio d ungla de dit de la ma <local> | extraccio d ungla de dit de la ma <local>
Q01063,extraccio d ungla de dit del peu | extraccio d ungla de dit del peu
Q01064,extraccio d ungla de dit del peu <local> | extraccio d ungla de dit del peu <local>
Q01065,reconstruccio d ungla de dit de la ma | reconstruccio d ungla de dit de la ma
Q01066,reconstruccio d ungla de dit del peu | reconstruccio d ungla de dit del peu
Q01068,mobilitzacio forcada de genoll | mobilitzacio forcada de genoll
Q01069,neteja d infeccio vertebral postquirurgica | neteja d infeccio vertebral postquirurgica
Q01070,extraccio de cos estrany a la ma | extraccio de cos estrany a la ma
Q01071,extraccio de cos estrany a la ma <local> | extraccio de cos estrany a la ma <local>
Q01072,ampliacio de marges d excisio de lesio cutania <local> | ampliacio de marges d excisio de lesio cutania <local>
Q01073,ampliacio de marges d excisio de lesio cutania de coll <local> | ampliacio de marges d excisio de lesio cutania de coll <local>
Q01074,ampliacio de marges d excisio de lesio cutania de cuir cabellut <local> | ampliacio de marges d excisio de lesio cutania de cuir cabellut <local>
Q01075,ampliacio de marges d excisio de lesio cutania de genitals <local> | ampliacio de marges d excisio de lesio cutania de genitals <local>
Q01076,ampliacio de marges d excisio de lesio cutania de la ma <local> | ampliacio de marges d excisio de lesio cutania de la ma <local>
Q01077,ampliacio de marges d excisio de lesio cutania de torax <local> | ampliacio de marges d excisio de lesio cutania de torax <local>
Q01078,ampliacio de marges d excisio de lesio cutania del peu <local> | ampliacio de marges d excisio de lesio cutania del peu <local>
Q01079,ampliacio de marges d excisio de lesio cutania d esquena <local> | ampliacio de marges d excisio de lesio cutania d esquena <local>
Q01080,ampliacio de marges d excisio de lesio cutania d extremitat inf <local> | ampliacio de marges d excisio de lesio cutania d extremitat inferior <local>
Q01081,ampliacio de marges d excisio de lesio cutania d extremitat sup <local> | ampliacio de marges d excisio de lesio cutania d extremitat superior <local>
Q01082,ampliacio de marges d excisio de lesio cutania facial <local> | ampliacio de marges d excisio de lesio cutania facial <local>
Q01083,excisio de lesio cutania + reparacio amb empelt <local> | excisio de lesio cutania + reparacio amb empelt <local>
Q01084,excisio de lesio cutania  + reparacio amb penjall <local> | excisio de lesio cutania + reparacio amb penjall <local>
Q01085,excisio de lesio cutania <local> | excisio de lesio cutania <local>
Q01086,excisio de lesio cutania de coll + reparacio amb empelt <local> | excisio de lesio cutania de coll + reparacio amb empelt <local>
Q01087,excisio de lesio cutania de coll + reparacio amb penjall <local> | excisio de lesio cutania de coll + reparacio amb penjall <local>
Q01088,excisio de lesio cutania de coll <local> | excisio de lesio cutania de coll <local>
Q01089,excisio de lesio cutania de cuir cabellut + reparacio amb empelt <local> | excisio de lesio cutania de cuir cabellut + reparacio amb empelt <local>
Q01090,escisio de lesio cutania de cuir cabellut + reparacio amb penjall <local> | excisio de lesio cutania de cuir cabellut + reparacio amb penjall <local>
Q01091,excisio de lesio cutania de cuir cabellut <local> | excisio de lesio cutania de cuir cabellut <local>
Q01092,excisio de lesio cutania de genitals + reparacio amb empelt <local> | excisio de lesio cutania de genitals + reparacio amb empelt <local>
Q01093,excisio de lesio cutania de genitals + reparacio amb penjall <local> | excisio de lesio cutania de genitals + reparacio amb penjall <local>
Q01094,excisio de lesio cutania de genitals <local> | excisio de lesio cutania de genitals <local>
Q01095,excisio de lesio cutania de la ma + reparacio am empelt <local> | excisio de lesio cutania de la ma + reparacio amb empelt <local>
Q01096,excisio de lesio cutania de la ma + reparacio amb penjall <local> | excisio de lesio cutania de la ma + reparacio amb penjall <local>
Q01097,excisio de lesio cutania de la ma <local> | excisio de lesio cutania de la ma <local>
Q01098,excisio de lesio cutania de torax + reparacio amb empelt <local> | excisio de lesio cutania de torax + reparacio amb empelt <local>
