diag_ref,catalog,code,diag_descr
6010258,12,J68.3,"Otras afecciones respiratorias agudas y subagudas debidas a inhalacion de gases, humos, vapores y sustancias quimicas"
6010259,12,J68.8,"Otras afecciones respiratorias debidas a inhalacion de gases, humos, vapores y sustancias quimicas"
6010260,1,648.9,Otras afectaciones en embarazo/parto/puerperio sin especificacion con respecto a epi. de cuidados
6010261,1,V15.09,"Otras alergias, que no sean a agentes medicamentosos"
6010262,12,L64.8,Otras alopecias androgenas
6010263,12,L63.8,Otras alopecias areatas
6010264,12,L66.8,Otras alopecias cicatriciales
6010265,1,762.2,Otras alt. morfol.y funcion. y no esp. de plac.que afecta rn feto
6010266,1,528.7,Otras alter. del epitelio oral incluida lengua
6010267,1,779.1,Otras alteraciones cerebrales especificadas del recien nacido
6010268,12,P91.8,Otras alteraciones cerebrales especificadas del recien nacido
6010269,12,R26.89,Otras alteraciones de la marcha y de la movilidad
6010270,12,R20.8,Otras alteraciones de la sensibilidad cutanea y las no especificadas
6010271,1,784.49,Otras alteraciones de la voz y las no especificadas
6010272,12,R43.8,Otras alteraciones del gusto y del olfato y las no especificadas
6010273,1,784.59,Otras alteraciones del habla
6010274,1,775.5,Otras alteraciones electroliticas transitorias del recien nacido
6010275,12,P74.4,Otras alteraciones electroliticas transitorias del recien nacido
6010276,1,778.4,Otras alteraciones especificadas de la regulacion de la temperatura del recien nacido
6010277,12,P81.8,Otras alteraciones especificadas de la regulacion de la temperatura del recien nacido
6010278,1,726.19,Otras alteraciones especificadas de musculos rotadores brazo
6010279,1,717.3,"Otras alteraciones especificas o no, menisco medial"
6010280,1,611.8,Otras alteraciones mamarias especificadas
6010281,1,717.49,Otras alteraciones menisco lateral
6010282,12,P74.8,Otras alteraciones metabolicas transitorias del recien nacido
6010283,1,726.2,Otras alteraciones region hombro ncoc
6010284,1,368.8,Otras alteraciones visuales
6010285,12,H53.8,Otras alteraciones visuales
6010286,12,R44.2,Otras alucinaciones
6010287,1,277.39,Otras amiloidosis
6010288,12,E85.8,Otras amiloidosis
6010289,1,284.89,Otras anemias aplasicas especificadas
6010290,1,284.8,Otras anemias aplasticas especificadas
6010291,12,P61.4,"Otras anemias congenitas, no clasificadas en otra parte"
6010292,1,282.3,Otras anemias debidas a trastornos enzimaticos
6010293,12,D55.8,Otras anemias debidas a trastornos enzimaticos
6010294,12,D59.8,Otras anemias hemoliticas adquiridas
6010295,1,283,Otras anemias hemoliticas autoinmunes
6010296,12,D59.1,Otras anemias hemoliticas autoinmunes
6010297,1,282.8,Otras anemias hemoliticas hereditarias especificadas
6010298,12,D58.8,Otras anemias hemoliticas hereditarias especificadas
6010299,1,283.1,Anemias hemoliticas no autoinmunes
6010300,1,283.19,Otras anemias hemoliticas no autoinmunes
6010301,12,D59.4,Otras anemias hemoliticas no autoinmunes
6010302,1,281.3,"Otras anemias megaloblasticas, no clasificadas en otra parte"
6010303,12,D53.1,"Otras anemias megaloblasticas, no clasificadas en otra parte"
6010304,12,D53.8,Otras anemias nutricionales especificadas
6010305,1,281.2,Otras anemias por deficiencia de folatos
6010306,12,D52.8,Otras anemias por deficiencia de folatos
6010307,1,280.1,Otras anemias por deficiencia de hierro
6010308,12,D50.8,Otras anemias por deficiencia de hierro
6010309,12,D51.8,Otras anemias por deficiencia de vitamina b12
6010310,1,281.1,Otras anemias por deficiencia dietetica de vitamina b12
6010311,12,D51.3,Otras anemias por deficiencia dietetica de vitamina b12
6010312,1,285,Otras anemias sideroblasticas
6010313,12,D64.3,Otras anemias sideroblasticas
6010314,1,743,Otras anoftalmias
6010315,1,524.79,Otras anomalias alveolares especificadas
6010316,12,Q06.3,Otras anomalias congenitas de la cola de caballo
6010317,1,756.79,Otras anomalias congenitas de la pared abdominal
6010318,1,759,Otras anomalias congenitas y congenitas no especificadas
6010319,1,379.49,Otras anomalias de la funcion pupilar
6010320,1,524.39,Otras anomalias de la posicion de los dientes 
6010321,1,524.29,Otras anomalias de la relacion entre las arcadas dentales 
6010322,1,758.81,Otras afecciones debidas a anomalias de los cromosomas sexua
6010323,1,758.89,Otras afecciones por anomalias de los cromosomas sexuales
6010324,12,Q99.8,Otras anomalías cromosómicas especificadas
6010325,1,790.09,Otras anomalias de los hematies
6010326,1,524.09,Otras anomalias de los maxilares especificadas
6010327,1,755.66,Otras anomalias dedos pie
6010328,1,752.69,Otras anomalias del pene
6010329,1,743.49,Otras anomalias del segmento anterior del ojo
6010330,1,752.39,Otras anomalias del utero
6010331,1,524.8,Otras anomalias dentofaciales especificadas
6010332,1,524.89,Otras anomalias dentofaciales especificadas 
6010333,1,524.19,Otras anomalias especif. de relacion mandibula base craneo
6010334,1,753.8,Otras anomalias especificadas de vejiga y uretra
6010335,1,524.59,Otras anomalias funcionales dentofaciales
6010336,1,742.2,Otras anomalias hipoplasicas del encefalo
6010337,12,Q04.3,Otras anomalias hipoplasicas del encefalo
6010338,1,752.3,Otras anomalias uterinas
6010339,1,752.8,Otras anomalis especificadas de organos genitales
6010340,1,654.4,Otras anormalidad forma/posicion utero epi. de cuidados neom
6010341,1,790.6,Otras anormalidades de la composicion quimica de la sangre
6010342,12,R00.8,Otras anormalidades del latido cardiaco y las no especificadas
6010343,1,704.2,Otras anormalidades del tallo y del color del pelo
6010344,12,L67.8,Otras anormalidades del tallo y del color del pelo
6010345,12,R77.8,Otras anormalidades especificadas de las proteinas plasmaticas
6010346,1,787.7,Heces anormales
6010347,1,792.1,Contenido fecal anormalal/inespecifico
6010348,12,R19.5,Otras anormalidades fecales
6010349,1,362.17,Otras anormalidades microvasculares retinianas
6010350,1,284.81,"Otras aplasias adquiridas, exclusivas de la serie roja"
6010351,12,D60.8,"Otras aplasias adquiridas, exclusivas de la serie roja"
6010352,1,770.82,Otras apneas del recien nacido
6010353,12,P28.4,Otras apneas del recien nacido
6010354,1,427.89,Otras arritmias cardiacas especificadas
6010355,12,I49.8,Otras arritmias cardiacas especificadas
6010356,1,446.5,Otras arteritis de celulas gigantes
6010357,12,M31.6,Otras arteritis de celulas gigantes
6010358,12,M12.811,"Otras artropatías específicas, no clasificadas bajo otro concepto, hombro derecho"
6010359,1,524.12,Otras asimetrias de los maxilares
6010360,12,B44.1,Otras aspergilosis pulmonares
6010361,1,334.8,Otras ataxias hereditarias
6010362,12,G11.8,Otras ataxias hereditarias
6010363,1,V25.3,Atencion contraceptiva extraccion menstrual
6010364,1,V25.8,Aten contrac otra asistencia anticonceptiva especificada
6010365,12,Z30.8,Contacto para otra atención en anticoncepción
6010366,12,I70.291,"Otras aterosclerosis de arterias nativas de las extremidades, pierna derecha"
6010367,12,I70.293,"Otras aterosclerosis de arterias nativas de las extremidades, piernas, bilateral"
6010368,1,714.2,Otras atritis reumat. con implicacion visceral o sistemica
6010369,12,G12.1,Otras atrofias musculares espinales hereditarias
6010370,1,335.19,Otras amiotrofias espinales
6010371,1,335.23,Paralisis pseudobulbar
6010372,1,335.8,Otras enfermedades de celulas del asta anterior
6010373,1,V45.79,Otras ausencias de organos adquiridas
6010374,1,023.8,Otras brucelosis
6010375,1,E885.9,"Otras caidas por resbalon, traspies o tropiezo"
6010376,1,112.89,Otras candidiasis de sitios especificados
6010377,1,425.2,Cardiomiopatia oscura de africa
6010378,1,425.4,Otras miocardiopatias primarias
6010379,12,I42.8,Otras cardiomiopatias
6010380,1,425.18,Otras cardiomiopatias hipertroficas
6010381,12,I42.2,Otras cardiomiopatias hipertroficas
6010382,12,I42.5,Otras cardiomiopatias restrictivas
6010383,1,323.81,Otras causas de encefalitis y encefalomielitis 
6010384,1,323.8,"Otras causas de encefalitis, mielitis y encefalomielitis "
6010385,1,323.82,Otras causas de mielitis 
6010386,1,798,Muerte subita de causa desconocida
6010387,1,798.1,Muerte instantanea
6010388,1,798.2,"Muerte en 24 horas desde el inicio de sintomas, inexplicada"
6010389,12,R99,Causas de mortalidad mal definidas y desconocidas
6010390,1,799,Otras causas y causas desconocidas de morbilidad/mortandad
6010391,12,R09.01,Otras causas y causas desconocidas de morbilidad/mortandad
6010392,1,339.09,Otras cefalalgias autonomas del trigemino
6010393,1,791.7,Otras celulas y cilindros en la orina
6010394,12,B46.8,Otras cigomicosis
6010395,1,V60.8,Otras circunstancias economicas/alojamiento especificadas
6010396,1,V50.1,Otras cirugias plasticas por razones esteticas
6010397,12,Z41.1,Otras cirugias plasticas por razones esteticas
6010398,1,595.89,Otras cistitis especificadas ncoc
6010399,12,K83.09,Otras colangitis
6010400,1,556.8,Otras colitis ulcerativas
6010401,1,996.78,Otras compl. por dispos.implante e inj.ortoped. inter.otro tipo
6010402,1,996.76,"Otras compl. por dispositivo, implante e injerto genitourinario"
6010403,1,997.99,Otras compl. que afectan a otros aparatos especif. no cl.o.c
6010404,1,996.73,"Otras compl.por dispos., implante e injerto para dialisis renal"
6010405,1,996.74,"Otras compl.por dispos., implante e injerto vascu. de otro tipo"
6010406,1,996.79,Otras compl.por dispos.implante e inj.protesico interno otro ti
6010407,1,996.72,"Otras compl.por otro dispositivo, implante e injerto cardiac"
6010408,1,996.7,"Otras compli. por dispositivo, implante e injerto no especifica"
6010409,1,763.89,Otras complic. especif. trabajo parto y parto que afectan fe
6010410,12,N98.8,Otras complicaciones asociadas con la fecundacion artificial
6010411,1,536.49,Otras complicaciones de gastrostomia
6010412,1,668.84,Otras complicaciones de la anestesia administrada durante el puerperio
6010413,12,O89.8,Otras complicaciones de la anestesia administrada durante el puerperio
6010414,1,668.81,Otra complic. anestesic part/alumb parida c/s pat antepart/part
6010415,1,668.82,"Otra complic. anestesic part/alumb parida, complic.ic postparto"
6010416,1,668.83,Otra complic. anestesic part/alumb complic.icacion anteparto
6010417,12,O89.5,Otras complicaciones de la anestesia espinal o epidural administradas durante el puerperio
6010418,12,O74.6,Otras complicaciones de la anestesia espinal o epidural administradas durante el trabajo de parto y el parto
6010419,1,669.41,"Otros compl quirurg obstetr parida, con o sin mencion de estado anteparto"
6010420,1,669.42,"Otros compl quirurg obstetr parida, complicacion postparto"
6010421,1,669.43,"Otras complic. cirugia y proc. obst., estado/compl. antepart (no existe 2006)"
6010422,1,669.44,Otros compl quirurg obstetr complicacion de puerperio
6010423,12,O75.4,Otras complicaciones de la cirugía y los procedimientos obstétricos
6010424,1,569.69,Otras complicaciones de la colostomia y enterostomia
6010425,1,669.83,Otras complicaciones de la dilatacion y el expulsivo complicacion anteparto
6010426,1,669.81,"Otras complicaciones de la dilatacion y el expulsivo parida, c/sin patol antepar/parto"
6010427,1,669.82,"Otras complicaciones de la dilatacion y el expulsivo parida, complicacion postparto"
6010428,1,539.89,Otras complicaciones de otro procedimiento bariatrico
6010429,1,539.09,Otras complicaciones de procedimiento de banda gastrica
6010430,1,519.09,Otras complicaciones de traqueostomia
6010431,1,997.49,Otras complicaciones del aparato digestivo
6010432,1,569.79,Otras complicaciones del reservorio intestinal
6010433,12,K91.858,Otras complicaciones del reservorio intestinal
6010434,1,055.79,Otras complicaciones del sarampion
6010435,1,997.09,Otras complicaciones del sistema nervioso
6010436,1,053.19,Otras complicaciones del sistema nervioso central
6010437,1,998.89,Otras complicaciones especificadas
6010438,1,639.8,Otras complicaciones especificadas (postabort./emb. ect.mol.)
6010439,1,054.79,Otras complicaciones especificadas del herpes simple
6010440,1,054.49,Otras complicaciones herpes simple ocular
6010441,12,I97.88,"Otras complicaciones intraoperatorias de aparato circulatorio, no clasificados bajo otro concepto"
6010442,1,996.77,Otras complicaciones por protesis de articulacion interna
6010443,1,996.71,Otras complicaciones por protesis de valvula cardiaca
6010444,1,958.8,Otras complicaciones precoces de los traumatismos
6010445,12,I23.8,Otras complicaciones presentes posteriores al infarto agudo del miocardio
6010446,1,668.01,"Complic. pulmonares anestesia parida, c/s patol antepar/parto"
6010447,1,668.02,"Complic. pulmonares anestesia parida, complic.ac postparto"
6010448,1,668.03,Complic. pulmonares anestesia complic.acion anteparto
6010449,1,997.39,Otras complicaciones respiratorias
6010450,1,999.2,"Otras complicaciones vasculares,que complica atencion medica"
6010451,1,671.84,Otras complicaciones venosas en el puerperio
6010452,1,999.9,"Otras complicaciones y complic neom de atencion medica, ncoc"
6010453,12,K91.89,Otras complicaciones y trastornos de aparato digestivo posprocedimiento
6010454,12,I97.89,"Otras complicaciones y trastornos posprocedimiento de aparato circulatorio, no clasificados bajo otro concepto"
6010455,1,372.14,Otras conjuntivitis alergicas cronicas
6010456,1,372.03,Otras conjuntivitis mucopurulentas
6010457,1,077.8,Otras conjuntivitis virales (h13.1*)
6010458,12,B30.8,Otras conjuntivitis virales (h13.1*)
6010459,1,372.39,Otras conjuntivitis y conjuntivitis no especificadas
6010460,1,780.39,Otras convulsiones
6010461,1,333.5,Otras coreas
6010462,12,G25.5,Otras coreas
6010463,1,715.25,Otras coxartrosis secundarias
6010464,12,M16.7,Otras coxartrosis secundarias
6010465,1,344.09,Otras cuadraplejias y cuadriparesias
6010466,1,269.8,Otras deficiencias nutricionales especificadas
6010467,12,E63.8,Otras deficiencias nutricionales especificadas
6010468,1,738.1,Otra deformida adquirida de cabeza  otros no codificados
6010469,1,738.19,"Otras deformidades adquiridas de la cabeza, especificadas"
6010470,12,M95.2,Otras deformidades adquiridas de cabeza
6010471,1,738.8,Otras deformidades adquiridas especificadas del sistema osteomuscular
6010472,12,M95.8,Otras deformidades adquiridas especificadas del sistema osteomuscular
6010473,12,M21.862,"Otras deformidades adquiridas especificadas, pierna izquierda"
6010474,12,Q65.89,Otras deformidades congénitas de cadera especificadas
6010475,1,754,"Otras deformidades congenitas del craneo, de la cara y de la mandibula"
6010476,12,Q67.4,"Otras deformidades congenitas del craneo, de la cara y de la mandibula"
6010477,12,Q67.8,Otras deformidades congenitas del torax
6010478,1,755.51,"Otras deformidades congenitas osteomusculares, especificadas"
6010479,12,Q68.8,"Otras deformidades congenitas osteomusculares, especificadas"
6010480,1,754.69,Otras deformidades valgus congenitas de los pies
6010481,12,Q66.6,Otras deformidades valgus congenitas de los pies
6010482,1,754.59,Otras deformidades varus congenitas de los pies
6010483,12,Q66.3,Otras deformidades varus congenitas de los pies
6010484,1,371.44,Otras degeneraciones calcareas de la cornea
6010485,1,330.8,Otras degeneraciones cerebrales especificadas de la infancia
6010486,1,371.49,Otras degeneraciones corneanas
6010487,1,360.29,Otras degeneraciones del globo ocular
6010488,1,758.39,Otras deleciones autosomicas 
6010489,12,L30.8,Otras dermatitis especificadas
6010490,1,690.18,Otras dermatitis seborreicas
6010491,12,L21.8,Otras dermatitis seborreicas
6010492,1,110.8,Otras dermatofitosis
6010493,12,B35.8,Otras dermatofitosis
6010494,12,G36.8,Otras desmielinizaciones agudas diseminadas especificadas
6010495,1,737.8,Otras desviacion columna
6010496,1,315.2,Otras dificultades especificas del aprendizaje
6010497,12,R39.198,Otras dificultades para la micción
6010498,12,P22.8,Otras dificultades respiratorias del recien nacido
